,Cultivar,Neighborhood,Location,Blooming,Longitude,Latitude,id,Description,ForumLink,PicLink,Favorate,Start,End
2125,Shirotae,South Cambie,Ash W24,04/04-04/14,-123.11826,49.25027,2288,Small 'Shirotae' street tree on SE corner of Ash and W. 24th,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=309596,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=110962,0,04/04,04/14
2126,Shirotae,Marpole,"SW Marine, Columbia",04/04-04/14,-123.11334,49.21167,2311,"Mature 'Shirotae' in the back yard of a housing complex on the north side of SW Marine Drive, extending from Columbia to Yukon",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=309894,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111375,0,04/04,04/14
2127,Shirotae,Marpole,"W 70, Granville",04/04-04/14,-123.14202,49.20835,2318,Two 'two Shirotae' on the west side of the Laurel Point Building (1518 W. 70) are ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=309925,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111458,0,04/04,04/14
2128,Shirotae,Marpole,Ash (Park) W66,04/04-04/14,-123.11959,49.21103,2319,"Two 'Shirotae' trees at the north end of Ash Park, Ash and W.66th, by the fence with Wilfrid Laurier Elementary School.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=309927,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111463,0,04/04,04/14
2129,Shirotae,Riley Park,QE Duck Pond,04/04-04/14,-123.11133,49.24365,2322,Two big beautiful 'Shirotae' across the road from the Duck Pond in Queen Elizabeth Park.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310024,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111610,0,04/04,04/14
2130,Shirotae,Kitsilano,7th and 8th at Maple,04/04-04/14,-123.15062,49.26628,2353,Two 'Shirotae' on 7th and two on 8th on church property at Maple.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=309222,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=110411,0,04/04,04/14
2131,Shirotae,Kitsilano,Vine and Redbud,04/04-04/14,-123.15757,49.26167,2356,One 'Shirotae' planted with a magnolia on Vine at Redbud (north of 12th). ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=309708,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111128,0,04/04,04/14
2132,Shirotae,Victoria-Fraserview,Vivian Brightwood,04/04-04/14,-123.05207,49.21537,2361,'Shirotae' trees planted in 2009 beside the mature 'Ichiyo' trees at the same NW corner of Vivian and Brightwood ,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310235,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111819,0,04/04,04/14
2133,Shirotae,Burnaby,Rumble Street near Royal Oak,04/04-04/14,-122.98658,49.21469,2368,"Three 'Shirotae' at 5300 block of Rumble (about 1/2 block east of Royal Oak, across the street from the high school). ",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310261&postcount=79,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111889&d=1365907055,0,04/04,04/14
2134,Shirotae,Burnaby,6700 Block of Rumble Street,04/04-04/14,-122.96325,49.21461,2374,One 'Shirotae' nestled against a residential fence at 6700 Rumble Street.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310188&postcount=78,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111873&d=1365905259,0,04/04,04/14
2135,Shirotae,Renfrew-Collingwood,E21 Windermere,04/04-04/14,-123.03515,49.25139,2378,"Five young 'Shirotae' on E. 21st, east of Windermere",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310338,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112007,0,04/04,04/14
2136,Shirotae,North Vancouver,Tempe Crescent,03/31-04/10,-123.05994,49.33351,2391,"Four 'Shirotae' on the south side of Tempe Crescent (next to 477 Tempe Crescent). The location is a public space, and there is a small pathway from Tempe Crescent to Tempe Knoll.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310658,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112388,1,03/31,04/10
2137,Shirotae,Riley Park,"Prince Edward, E 24",04/04-04/14,-123.09702,49.24906,2399,Prince Edward Street between E. 24th and King Edward has a 'Shirotae' tree on the west side and an 'Akebono' on the east,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310735,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112459,0,04/04,04/14
2138,Shirotae,Riley Park,"E 24, Prince Edward",04/04-04/14,-123.09612,49.24949,2402,"In the front entrance and yard of Tupper Secondary, north side E. 24th, east side of Prince Edward are: Shirotae, Kanzan and Birch bark Cherry (Prunus serrula)",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310737,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112461,0,04/04,04/14
2139,Shirotae,West Point Grey,13th and Wallace,04/04-04/14,-123.19051,49.26071,2425,One beautiful large 'Shirotae' in a yard on the south side of 13th east of Wallace.,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310984,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112854,0,04/04,04/14
2140,Shirotae,West Point Grey,15th and Tolmie,04/04-04/14,-123.21162,49.25949,2426,One 'Shirotae' in a yard on the north side of 15th east of Tolmie,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310984,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112855,0,04/04,04/14
2141,Shirotae,Shaughnessy,VanDusen Aut Stroll,04/08-04/22,-123.13044,49.2407,2433,Two 'Shirotae' beside three 'Kanzan' along the Autumn Stroll by the service yard,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310198,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=111781,0,04/08,04/22
2142,Shirotae,Shaughnessy,VanDusen Rhodo W,04/08-04/22,-123.13283,49.2383,2449,'Shirotae' near the Rhododendron Walk at VanDusen Botanical Garden,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=311208,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=113148,0,04/08,04/22
2143,Shirotae,North Vancouver,next to 477 Tempe Crescent,03/31-04/10,-123.06005,49.33333,2557,Four 'Shirotae' on the south side of Tempe Crescent,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=310658,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=112388,0,03/31,04/10
2144,Shirotae,Renfrew-Collingwood,Crowley and Oben,04/04-04/14,-123.0267,49.23503,2563,"One 'Shirotae' at Crowley and Oben, across from the park.",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325312,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=121923,0,04/04,04/14
2145,Shirotae,Oakridge,Oak and 49th,04/04-04/14,-123.12854,49.22641,2564,A couple of 'Shirotae' trees next to the gas station,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325310&postcount=55,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=121899,0,04/04,04/14
2146,Shirotae,White Rock / South Surrey,155Str and  34 Ave,03/30-04/09,-122.79289,49.06278,2582,12 beautiful 'Shirotae' on 155Str block from 34 Ave,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325504&postcount=256,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122199,0,03/30,04/09
2147,Shirotae,North Vancouver,Hamilton Ave,03/31-04/10,-123.09775,49.32391,2587,"One 'Shirotae' cherry tree is located on east side of the corner of 1600 Hamilton Ave at Tobruck Ave.
",http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325514,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122230,0,03/31,04/10
2148,Shirotae,UBC,Thunderbird blvd and Larkin Dr,04/04-04/14,-123.24946,49.25856,2592,8 mature beautiful 'Shirotae' near Thunderbird blvd and Larkin Dr,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325592&postcount=115,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122344,0,04/04,04/14
2149,Shirotae,White Rock / South Surrey,152St south from 29Ave,03/30-04/09,-122.80155,49.05451,2600,152St south from 29Ave big 'Shirotae' cherry tree,http://forums.botanicalgarden.ubc.ca/forums/showpost.php?p=325630&postcount=267,http://forums.botanicalgarden.ubc.ca/forums/attachment.php?attachmentid=122406,0,03/30,04/09
